article_author,article_title,index_link,article_dt,article_text,article_IP,article_ncomments
Bignana (封鱗非冕欲星移),Re: [討論] 剛從凱道回高雄,https://www.ptt.cc/bbs/HatePolitics/M.1689528086.A.47B.html,Mon Jul 17 01:21:24 2023,對親自參加的板友給你讚賞。不過今天這場不是遊行今天是造勢造勢沒有便當沒有動員出來就是這麼噴飯的人數你要造勢就是帶來人 帶人走就是這麼簡單韓粉們當初很多都是自費包車颳風下雨也要去今天空拍都有了 這個不用解釋太多總統大選出來投票比較重要不過政治紅利很珍貴沒有帶起風向 沒有引發多數人的共鳴對內你可以講這是遊行但我們外人來看就是場半瓶醋的造勢各懷鬼胎的候選人心思各異的主辦這個政治紅利會逐漸的被消耗--,101.139.209.138 (臺灣),80
rhino0314 (鬼島夢想家),[討論] 柯粉百面相,https://www.ptt.cc/bbs/HatePolitics/M.1689528134.A.8D9.html,Mon Jul 17 01:22:11 2023,先上圖說真的，我很驚訝一場遊行的性別比竟然有辦法可以懸殊到這樣，比國軍還扯通常遊行很大的樂趣之一不是看妹嗎？每次記者也會捕捉現場嬌點啊結果.....Q'Q原本就知道柯粉組成中那種生活過得不上不下整天怨天尤人的廢宅居多網路上行動避孕器原本也只是當個梗講講靠腰，結果竟然是真的真的令人太震驚了可憐啊柯粉有時候不是欠缺公平正義而是先照照鏡子看看自己的努力好嗎？一群魯蛇仇女單身低學歷仔喊的公平正義只會讓人笑死--蛤，整天在那邊酸高雄還有什麼低端老人的政黨支持者在教大家什麼叫做撕裂？好啦，柯粉加油你們很棒的支持你們追求公平正義好的，柯粉謝謝柯粉的分析可惜你們真的不重要,123.226.4.118 (日本),135
GGFACE (GGFACE),[討論] 賴導這次會得多少票？,https://www.ptt.cc/bbs/HatePolitics/M.1689528136.A.059.html,Mon Jul 17 01:22:14 2023,如題上次是民進黨巔峰817萬國民黨巔峰2008 765萬各位覺得賴導這次可以獲得多少票？我感覺差不多700出頭還是經濟起飛股市萬八直接破千成為賴導障礙乾五摳林？--,180.47.33.149 (日本),54
sariel0322 (sariel),Re: [討論] 國民黨動員下去，那些人就被當民眾黨的人,https://www.ptt.cc/bbs/HatePolitics/M.1689528274.A.FD9.html,Mon Jul 17 01:24:32 2023,這一把國民黨玩得其實不錯小刀還是有他的本事侯友宜出席最少不會扣分，被噓一下又沒什麼之後的政論節目上講到居住正義的時候國民黨的名嘴或是黨員，如葉元之、徐巧芯就可以說，那個居住正義我們也有簽喔，我們是支持的喔還可以反倒打民進黨一把說，唯一沒有簽名的就是民進黨講到那場遊行很失敗或是人很少直接就說，那些人都是黃國昌跟館長找的，他們什麼都不知道如果有人說遊行很成功或是人很多就改成說，有一些支持侯粉知道侯會去就也有去幫忙衝人數柯p一向喜歡寄生蟲戰法，這次館昌沒搞好想幫柯p抬轎，反倒讓國民黨寄生一回-----Sent from JPTT on my Samsung SM-A5360.--柯粉也不要以為小刀會想幫民眾黨勝選總統你以為小刀不知道柯館昌在想什麼？人家是老江湖了,118.150.154.253 (臺灣),43
larry8550 (貓板蜜獾),[討論]  716到場的都簽了公平正義訴求 剩誰沒簽?,https://www.ptt.cc/bbs/HatePolitics/M.1689528326.A.65C.html,Mon Jul 17 01:25:22 2023,市長簽了代表中國國民黨黨團簽了民眾黨黨主席簽了 民眾黨黨團到場的都簽了時代力量黨團也都簽了所以剩誰沒簽?--,219.70.184.41 (臺灣),27
Supasizeit (更大更快更有力),[黑特] 外役監真的沒什麼好吵的,https://www.ptt.cc/bbs/HatePolitics/M.1689528413.A.E13.html,Mon Jul 17 01:26:50 2023,"統計至108年4月30日止全國男性受刑人人數為53,164人男性外役監受刑人人數為1,414人比例約為2.65%到了101年9月外役監共約2000人，約占4％外役監真的很少人這兩三年也沒增加多少所以去檢討這個是吃飽沒事蔥哥格局真的要放大一點--",203.204.194.135 (臺灣),25
CenaC (王葛格加油!!),Re: [討論] 國民黨動員下去，那些人就被當民眾黨的人,https://www.ptt.cc/bbs/HatePolitics/M.1689528687.A.66C.html,Mon Jul 17 01:31:25 2023,沒有錯啊雖然民進黨嘴臉令人髮指但是民眾黨這種民進黨影子太重的還是不得不防畢竟民眾黨就是會把別人的力量算成自己的那種人看看他們兩個政黨在計算公宅的方式一個比一個無恥這點我在當時酸林洲民記者會就提出了沒一個柯粉敢正視公宅計算方式的問題同樣塔綠班現在也是啊蔡英文公宅也是跳票了賴清德繼續往上加 真是當他支持者全是白癡就是要讓柯文哲理解到媒體怎麼做數字那都是看不見的陸軍還是要有所以國民黨總統候選人出席 但是不動員以免民眾黨那兩個女發言人膨脹自己716以柯文哲的政黨支持度來說僅僅就那樣而已 不算多  但看這政黨實質支持度來說也不少了柯文哲自己都沒動員民眾黨黨員而黃國昌自己所在的時力也沒有動員國民黨也不動員這場活動就是充滿著彼此算計的結果這也讓黃國昌、館長知道什麼反紅媒活動根本不是支持你那底下大部分都是民進黨支持者而他們只是要反對中天 管他是什麼媒只要反國民黨、反藍媒 他們就會出席了只要民進黨支持你反台大教授逼他們改為小智沒有抄襲作為主題這些人照樣會出席--Sent from nPTT on my iPhone 13 Pro Max--,101.10.67.84 (臺灣),48
TFBoys (掏糞男孩),[黑特] 王婉諭是不是大大削弱柯文哲了？,https://www.ptt.cc/bbs/HatePolitics/M.1689528827.A.6C4.html,Mon Jul 17 01:33:45 2023,至少我覺得她講的很對啊不管是社子島 薛凌 還是周東錦 顏家甚至有點激動的雍正王朝、太監…等等有種拉開遮羞布的感覺跟上個禮拜在那邊裝不知道北流不能舉辦政治活動一樣你就是從頭到尾都知道的事 露出一副全部不知情的樣子 再故意招牌動作抓抓頭不知道的人還真以為你很無辜整天在那邊智商多高= = 聽了真的很度爛 你就是看不起其他人吧柯文哲如果覺得被誤會 應該要趕快出來辯駁吧不然這場之後 民調減個5-7%差不多至於時代力量 原本以為要滅黨了很有可能因為這場勉強站上5%的可能？？716最大贏家會不會是王婉諭？？？！--,42.76.244.255 (臺灣),130
fatslave (),[討論] 蔡英文是不是史上最沒印象的總統,https://www.ptt.cc/bbs/HatePolitics/M.1689529040.A.044.html,Mon Jul 17 01:37:18 2023,蔣中正蔣經國李登輝陳水扁馬英九以上都印象深刻然後這幾年蔡英文有在當總統喔？蔡英文是不是史上最沒印象的總統她到底在幹嘛為什麼可以當的這麼沒存在感--,180.217.251.0 (臺灣),283
neverfly (neverfly),[討論] 我本來以為國民黨會動員的,https://www.ptt.cc/bbs/HatePolitics/M.1689525648.A.553.html,Mon Jul 17 00:40:46 2023,之前聽到果凍跟侯侯說要出席，政黑的柯粉大為振奮，想說這下遊行人數沒有十萬也有八萬了。我原先也以為加上國民黨的合流，716應該是大場面，結果，果凍跟侯侯真的是兩串蕉，完全不動員任何人來。太壞了吧，原本柯粉可以躲在藍白大聯軍裡，嘴炮那些人都是挺柯的。結果完全失算，讓真實的柯粉數量赤裸裸的展現出來。會不會其實這一切都是果凍跟侯侯的算計？--,1.171.1.121 (臺灣),233
chal (&nbsp;),Re: [黑特] 等等…那柯文哲的民調30%是怎麼來的？,https://www.ptt.cc/bbs/HatePolitics/M.1689525721.A.F46.html,Mon Jul 17 00:41:59 2023,之前就預測人數不會太多因為小英政府有快速回應人民不像馬英九踩的很硬另外黃國昌太離譜了自己侵佔國有地還敢指責別人真敢啊從這場就可以看到柯的困境事實上柯以前也遇過我記得有一次他辦造勢底下小貓兩三隻後來開票要不是因為開到十二點他一定是落選的接近選前國民兩黨一定狂辦造勢看到柯的弱點甚至本來只辦十場的也要辦到二十場然後柯勉強辦一場 人數還明顯很少最後再配合引導式民調讓柯看起來無望年輕人本來就是最不會投票的一群這下子就能壓低柯的得票還有選前的電視廣告一定要狂打柯文哲歧視高雄人的過往影片最好是主打柯文哲歧視南部人壓低南部選票其實這場選舉如果國民黨才是老二那民進黨反而難打反而是柯才是老二 才比較好打柯也不是沒執政過沒錢沒資源又有執政過的缺點現在反而要擔心郭台銘如果競選他們三人會不會反而乾脆整合看看否則 這樣下去柯的弱點很明顯選前狂轟廣告  至少影響2-3%柯怎麼選嘛--,36.235.81.227 (臺灣),9
tibo96033 (tibo),[討論] 柯文哲歧視女性，沒女粉正常吧,https://www.ptt.cc/bbs/HatePolitics/M.1689525772.A.8D7.html,Mon Jul 17 00:42:50 2023,柯文哲毫無性平觀念，歧視女性的言論一大堆。網路上都查得到案例，在這裡就不一一列舉，因為實在太多了。然後昨天遊行，被拍到現場大部分都男的。這不意外吧？挺一個整天發表性別歧視言論的男性沙文主義者幹嘛？至於那些聽過柯文哲歧視性言論的人，還能挺得下去，我實在不知道頭腦裡都裝什麼。--,101.9.96.213 (臺灣),22
urgrandpa (林鄒公),[討論] 今天最大贏家,https://www.ptt.cc/bbs/HatePolitics/M.1689525925.A.857.html,Mon Jul 17 00:45:23 2023,很多文章討論最大輸家我覺得也可以討論最大贏家是誰個人認為第一應該是王婉瑜雖然現場被柯粉噓，不過有達到效果，內容鏗鏘有力也符合時代力量在後國昌時代想要的定位上台一打三的強勢形象應該有吸到一些粉第二是侯友宜這場結束後看柯文哲這衰樣換侯就沒啥正當性，聲量應該會小很多民調也可以預期會反彈第三是賴清德本來還在思考要不要坐起來選現在可以加條被子，冷氣開強一點了--,172.58.99.107 (美國),64
wenchii (!!PTT能吃嗎!!),Re: [黑特] 等等…那柯文哲的民調30%是怎麼來的？,https://www.ptt.cc/bbs/HatePolitics/M.1689525955.A.EA4.html,Mon Jul 17 00:45:53 2023,今天新聞有拍到一個很好笑的畫面一個年輕男生全套公平正義說:我要看柯文哲回去當台北市民遊行也出現一堆反串仔 更何況yt 街訪99%支持柯師父的--,114.27.47.61 (臺灣),4
ERT312 (312),[討論] 柯粉不必妄自菲薄 716其實不只1.5~2萬,https://www.ptt.cc/bbs/HatePolitics/M.1689525966.A.24B.html,Mon Jul 17 00:46:03 2023,大家都知道民調公司抽樣抽到一位柯粉至少都會加權五倍以上因此1.5~2萬的五倍是多少其實有八萬到十萬之多每看到一個柯粉就代表還有四個柯粉你沒看到就像你家裡出現一隻蟑螂就代表還有四隻躲起來所以每個柯粉都是擁有以一抵五的存在加入柯粉 你的價值馬上提升至原來的五倍還不趕快加入柯粉 提升自己的價值--,111.255.196.214 (臺灣),14
Jaline5566 (i like 5566),[討論] 柯粉組成結構,https://www.ptt.cc/bbs/HatePolitics/M.1689525994.A.DAF.html,Mon Jul 17 00:46:31 2023,兩次市長選舉以後柯市長支持結構產生微妙變化主要是以憤世忌俗的男魯蛇電玩宅男 失業男 男學生為主這些人都有以下特徵：1.社會化不足：學生愛聽理想    所以很愛柯市長那套講課2.男失業：不意外 求職不順    最愛一個反社會政治人物   愛集中八卦版 鍵盤吹噓   年薪百萬 卻無意在漲價中   透露出自己窮酸3.肥宅：沒女生喜歡 其貌不揚   恨透世界 總覺得外面世界人    過得不錯是非法得來4.年輕社會底層跟中年社會  底層：這些人很愛幻想一個   超人來拯救他們悲慘世界   所以他們每次都愛在野黨   政治領袖5.電玩宅男：把自己世界投入  在電玩 這些人最愛行為  嘴砲性政治人物6.萬年國考生：人生不如意  總要找可以給希望精神信仰7.阿拉伯人 俄羅斯人 中國人：  這是柯粉最大宗 流量大宗 搞網路知道我在說什麼其實這些都跟心理學 社會學有很大關係 這些人並不是壞只是需要社會關懷--,42.77.153.239 (臺灣),60
HODALA (),[討論]柯文哲下次要辦什麼活動才能讓女性想參加,https://www.ptt.cc/bbs/HatePolitics/M.1689526201.A.33C.html,Mon Jul 17 00:49:59 2023,        我覺得今天這場遊行真的很可怕        從來沒有一場遊行的性別比失衡是如此嚴重        有些照片裡面的女性甚至是零!!        然後去的男性很多一看就知道是母胎單身的傢伙        也不像是高學歷或是薪水高的人        有點像是我那些整天打暗黑四的朋友，出門都穿短褲拖鞋        一講話就是棍你涼擊敗。        看到漂亮女生就說人家是出來賣的，坐櫃台的。        看到別人開的車比較好就說人家很會投胎啊        請教各位，柯文哲要怎麼做才能扭轉他的支持者屬性。        要辦什麼活動才會讓妹子想參加啊        不然這樣下去，年底的選舉造勢，整場男性這樣能看嗎?        又不是成人博覽會。        以前我參加同志大遊行，都有可愛的妹子過來跟我說謝謝支持        還幫我貼小彩虹貼紙。        如果不能改變柯粉行走避孕器的稱號，那未來柯文哲的        選舉造勢會非常危險啊~~~!!--,49.216.90.25 (臺灣),41
matrix778327 (matrix),[討論] 716為什麼壓軸的是他,https://www.ptt.cc/bbs/HatePolitics/M.1689526219.A.9E8.html,Mon Jul 17 00:50:17 2023,小弟不才求問出場順序記得是郭台銘＞民眾黨團＞國民黨團+總統候選人＞時代力量黨團＞民眾黨總統候選人＞館長黃國昌＞結束追求公平正義那發言也該公平正義為什麼民眾黨就是多了個總統參選人獨立發言時間難道整個國民黨團都沒意見只有候話特多自願趕在柯前先講完讓柯壓軸還是這是真正的藍白合呢求解--,42.79.247.124 (臺灣),11
ke0119 (),Re: [討論] 台女給我進來！道歉！,https://www.ptt.cc/bbs/HatePolitics/M.1689526298.A.B57.html,Mon Jul 17 00:51:36 2023,唉不是，這種天氣又曬又熱，流一堆汗整個妝不就花掉?若是用素顏或淡妝在台下曬，要是被柯文帝嫌:「痾~台灣女人不化妝出門嚇人」惹得吾皇不悅你是要負責??--,180.19.113.59 (日本),3
cycutom (cycutom真的不出門的那漳),[討論] 國民黨動員下去，那些人就被當民眾黨的人,https://www.ptt.cc/bbs/HatePolitics/M.1689526333.A.A08.html,Mon Jul 17 00:52:10 2023,國民黨動員下去，那些人就被當民眾黨的人這就是國民黨不動員的原因吧就是這麼簡單的原因不是嗎？簡單來說，國民黨不會笨到，動員下去結果把自己的「強大的動員力量」變成「民眾黨的力量」外界也會誤解，以為「民眾黨有這麼大的力量」總之，國民黨又不是白痴，幹嘛為「你民眾黨的活動」動員？484醬？= =--跟你的看法一樣白粉說穿了，就是一群藍三代他們打死不投DPP，但又討厭國民黨最後就是寄生在柯文哲身上....哪有什麼公平正義高虹安會贏，完全就是泛藍議長帶一大票里長帶槍投靠你柯文哲有發生「類似的好康」嗎？有的話再來嗆「開票出來就知道」啦wwww要怎麼重演「高虹安那樣泛藍議長帶一大票里長帶槍投靠」？王金平帶一大票縣市長說要投靠柯文哲嗎？XDDD笑死人www笑死人，民調這種東西只有在封關前做的才會準倒弋前做的民調就是要讓泛藍議長能去說服那些里長而已連這都不懂不要廢話啦，笑死人沒有「全國版的議長帶一堆里長帶槍投票」你家柯師父要贏根本作夢www明年柯文哲贏了，我歡迎你回來笑這篇但明年柯文哲輸也，我會特別私信去笑你,203.204.215.208 (臺灣),95
